5001	2051.17138877
5002	2049.76018465
5003	2050.03783889
5004	2048.02612912
5005	2047.8294833
5006	2049.49774427
5007	2047.9081511
5008	2048.83862328
5009	2049.0232195
5010	2048.83230484
5011	2049.79792485
5012	2048.59633794
5013	2049.25399712
5014	2049.23992512
5015	2049.20435983
5016	2049.79236823
5017	2048.56814046
5018	2048.01107777
5019	2048.69038042
5020	2048.34966631
5021	2050.16494268
5022	2049.16529968
5023	2048.32891027
5024	2048.20653828
5025	2050.15333505
5026	2048.90952234
5027	2049.16860551
5028	2048.86887885
5029	2047.82688572
5030	2049.11488507
5031	2048.980898
5032	2049.00158271
5033	2048.12503709
5034	2047.54239795
5035	2048.00726439
5036	2049.59336007
5037	2050.95982527
5038	2048.99974718
5039	2048.74142745
5040	2048.29866273
5041	2050.75580685
5042	2049.02471204
5043	2048.59313968
5044	2048.74807813
5045	2048.023919
5046	2048.25633271
5047	2048.58906497
5048	2049.347296
5049	2048.84877739
5050	2048.66086141
5051	2048.46388999
5052	2048.66289259
5053	2049.31608203
5054	2049.78886103
5055	2047.89424366
5056	2047.79635783
5057	2048.36548445
5058	2048.71076527
5059	2048.84518501
5060	2049.72773918
5061	2049.31701612
5062	2049.02318811
5063	2048.79882376
5064	2046.88399642
5065	2048.29904419
5066	2049.62404229
5067	2049.74299874
5068	2048.86974733
5069	2048.19228373
5070	2049.70753664
5071	2049.94566248
5072	2050.6114587
5073	2048.96268199
5074	2048.84715254
5075	2048.65198571
5076	2048.67315585
5077	2048.65009419
5078	2048.17457182
5079	2050.12557837
5080	2050.58959629
5081	2048.68171405
5082	2046.7631513
5083	2048.79742625
5084	2050.64634197
5085	2047.82752475
5086	2046.4820133
5087	2048.14088552
5088	2049.32459284
5089	2048.31555783
5090	2048.03662619
5091	2048.14617783
5092	2049.05280556
5093	2049.51435736
5094	2049.339898
5095	2049.35107369
5096	2048.12661396
5097	2047.82883779
5098	2050.27349285
5099	2048.73148962
5100	2048.58911609
5101	2048.76069586
5102	2049.57464754
5103	2048.48512351
5104	2048.8520934
5105	2049.48208756
5106	2049.29107186
5107	2049.74464838
5108	2048.07512329
5109	2050.24483073
5110	2048.02137083
5111	2048.15367171
5112	2049.14148075
5113	2048.51448139
5114	2048.76320901
5115	2049.83070352
5116	2047.24854146
5117	2048.82500541
5118	2048.88462085
5119	2048.17544207
5120	2048.49316715
5121	2050.91646209
5122	2049.02513629
5123	2050.05657213
5124	2049.72293943
5125	2048.67742287
5126	2049.63687227
5127	2048.69851056
5128	2050.112506
5129	2049.46241703
5130	2048.47453799
5131	2048.86048412
5132	2048.1368448
5133	2049.05041812
5134	2046.50597991
5135	2047.49821472
5136	2048.19772726
5137	2048.95325003
5138	2049.70717269
5139	2047.58548143
5140	2050.02429156
5141	2048.82938412
5142	2050.5129223
5143	2047.71089029
5144	2049.34978239
5145	2048.52807358
5146	2050.1705421
5147	2051.92591626
5148	2048.14091985
5149	2049.03827895
5150	2049.07594833
5151	2049.00718078
5152	2047.98040552
5153	2049.39930381
5154	2047.12377692
5155	2048.54447388
5156	2049.30335197
5157	2050.39221109
5158	2049.00919761
5159	2049.92835258
5160	2048.78652437
5161	2052.56248757
5162	2048.99242864
5163	2049.35977615
5164	2048.8828759
5165	2048.45556735
5166	2050.07453179
5167	2048.83558025
5168	2047.63654217
5169	2049.34423096
5170	2049.81123715
5171	2049.26363217
5172	2049.27667222
5173	2047.9899376
5174	2049.66482578
5175	2048.96338409
5176	2049.09024694
5177	2046.91179309
5178	2050.41852847
5179	2049.51799719
5180	2049.49511645
5181	2049.60335106
5182	2048.09640451
5183	2048.18005743
5184	2048.53069642
5185	2049.33356236
5186	2048.38708089
5187	2049.39145202
5188	2047.87417734
5189	2049.5612854
5190	2049.61062737
5191	2047.42778986
5192	2049.10003609
5193	2047.5389604
5194	2050.97333915
5195	2049.70433121
5196	2048.63043321
5197	2048.41798465
5198	2048.2203821
5199	2048.22117672
5200	2049.50479351
5201	2049.53741387
5202	2051.21391808
5203	2048.33789073
5204	2048.37530342
5205	2048.98937114
5206	2049.39334498
5207	2047.53624739
5208	2049.90160363
5209	2048.29690684
5210	2050.08059173
5211	2046.72869851
5212	2048.77970555
5213	2049.06685645
5214	2048.61904503
5215	2048.54794502
5216	2049.9401128
5217	2048.9804884
5218	2049.32347293
5219	2050.26495976
5220	2048.1733516
5221	2048.7954418
5222	2047.94083797
5223	2048.47638119
5224	2048.7138707
5225	2049.68194139
5226	2049.41094651
5227	2048.69794007
5228	2048.76409021
5229	2048.31955591
5230	2048.52160734
5231	2049.3153852
5232	2048.60731559
5233	2048.6594839
5234	2048.99882822
5235	2049.04651768
5236	2048.09170458
5237	2049.13620848
5238	2050.05996254
5239	2048.58939421
5240	2048.73915917
5241	2049.39389345
5242	2052.84708234
5243	2049.32098558
5244	2049.42088792
5245	2048.39501994
5246	2048.91370082
5247	2049.02596246
5248	2048.58616105
5249	2050.38773229
5250	2048.72283938
5251	2049.38249446
5252	2049.53957397
5253	2049.47455977
5254	2050.89291863
5255	2048.23130019
5256	2050.30313959
5257	2049.64690366
5258	2048.33355402
5259	2048.0452568
5260	2049.95221524
5261	2048.65336111
5262	2048.28540272
5263	2049.11013897
5264	2048.92939586
5265	2048.02523387
5266	2048.44112547
5267	2048.27432744
5268	2048.25392922
5269	2050.91029245
5270	2048.3373882
5271	2048.5652393
5272	2049.19095754
5273	2047.72141677
5274	2047.27899448
5275	2048.83680773
5276	2048.82317423
5277	2049.62908079
5278	2047.89100775
5279	2050.29796147
5280	2048.7139397
5281	2048.78672883
5282	2048.5354539
5283	2049.74034564
5284	2048.29705366
5285	2048.97851105
5286	2049.50472683
5287	2048.637661
