5001	1
5002	1
5003	0
5004	0
5005	0
5006	2
5007	1
5008	2
5009	2
5010	0
5011	2
5012	2
5013	2
5014	1
5015	0
5016	1
5017	2
5018	2
5019	0
5020	0
5021	0
5022	2
5023	2
5024	2
5025	2
5026	2
5027	2
5028	0
5029	0
5030	0
5031	2
5032	2
5033	1
5034	1
5035	1
5036	2
5037	0
5038	2
5039	2
5040	2
5041	0
5042	0
5043	0
5044	0
5045	1
5046	0
5047	2
5048	2
5049	0
5050	0
5051	1
5052	0
5053	0
5054	2
5055	0
5056	0
5057	2
5058	2
5059	0
5060	0
5061	0
5062	2
5063	2
5064	0
5065	2
5066	2
5067	0
5068	1
5069	1
5070	2
5071	2
5072	0
5073	0
5074	0
5075	0
5076	1
5077	0
5078	1
5079	2
5080	2
5081	1
5082	0
5083	1
5084	1
5085	2
5086	2
5087	2
5088	2
5089	1
5090	0
5091	0
5092	1
5093	2
5094	2
5095	1
5096	0
5097	0
5098	0
5099	1
5100	0
5101	2
5102	2
5103	0
5104	2
5105	2
5106	0
5107	0
5108	2
5109	0
5110	0
5111	0
5112	1
5113	2
5114	2
5115	2
5116	0
5117	2
5118	0
5119	0
5120	0
5121	2
5122	0
5123	2
5124	2
5125	2
5126	0
5127	1
5128	1
5129	0
5130	1
5131	0
5132	1
5133	1
5134	0
5135	2
5136	0
5137	0
5138	1
5139	0
5140	1
5141	1
5142	1
5143	1
5144	2
5145	0
5146	2
5147	1
5148	0
5149	1
5150	1
5151	0
5152	1
5153	0
5154	1
5155	0
5156	0
5157	0
5158	2
5159	0
5160	2
5161	2
5162	2
5163	2
5164	0
5165	2
5166	2
5167	2
5168	0
5169	0
5170	2
5171	0
5172	0
5173	0
5174	1
5175	0
5176	2
5177	0
5178	0
5179	0
5180	2
5181	0
5182	0
5183	1
5184	0
5185	0
5186	2
5187	1
5188	0
5189	2
5190	2
5191	2
5192	0
5193	1
5194	2
5195	1
5196	2
5197	0
5198	0
5199	0
5200	0
5201	1
5202	2
5203	1
5204	0
5205	0
5206	0
5207	0
5208	2
5209	0
5210	2
5211	2
5212	2
5213	2
5214	0
5215	2
5216	0
5217	2
5218	0
5219	2
5220	0
5221	0
5222	1
5223	2
5224	0
5225	2
5226	2
5227	2
5228	2
5229	0
5230	0
5231	2
5232	0
5233	2
5234	1
5235	2
5236	0
5237	2
5238	2
5239	2
5240	0
5241	2
5242	2
5243	2
5244	2
5245	0
5246	0
5247	0
5248	0
5249	0
5250	0
5251	2
5252	0
5253	2
5254	0
5255	0
5256	2
5257	0
5258	2
5259	2
5260	1
5261	2
5262	0
5263	2
5264	1
5265	0
5266	0
5267	2
5268	0
5269	2
5270	0
5271	2
5272	1
5273	1
5274	0
5275	0
5276	0
5277	0
5278	2
5279	2
5280	2
5281	0
5282	0
5283	1
5284	0
5285	1
5286	0
5287	0
5288	0
5289	2
5290	2
5291	2
5292	2
5293	0
5294	0
5295	2
5296	2
5297	0
5298	0
5299	0
5300	2
5301	0
5302	0
5303	1
5304	0
5305	2
5306	0
5307	2
5308	2
5309	2
5310	2
5311	0
5312	0
5313	0
5314	0
5315	0
5316	0
5317	0
5318	2
5319	0
5320	1
5321	0
5322	2
5323	2
5324	0
5325	0
5326	2
5327	2
5328	1
5329	0
5330	0
5331	0
5332	2
5333	2
5334	1
5335	2
5336	1
5337	2
5338	1
5339	0
5340	2
5341	1
5342	2
5343	1
5344	2
5345	2
5346	0
5347	2
5348	2
5349	0
5350	2
5351	1
5352	2
5353	2
5354	0
5355	1
5356	0
5357	0
5358	1
5359	2
5360	0
5361	0
5362	0
5363	2
5364	0
5365	2
5366	2
5367	0
5368	0
5369	1
5370	2
5371	2
5372	0
5373	1
5374	0
5375	2
5376	0
5377	1
5378	2
5379	0
5380	1
5381	2
5382	1
5383	2
5384	2
5385	2
5386	2
5387	2
5388	1
5389	1
5390	0
5391	2
5392	0
5393	0
5394	2
5395	1
5396	0
5397	2
5398	2
5399	2
5400	2
5401	0
5402	1
5403	1
5404	0
5405	0
5406	2
5407	2
5408	1
5409	0
5410	0
5411	1
5412	2
5413	1
5414	1
5415	0
5416	0
5417	0
5418	2
5419	0
5420	2
5421	2
5422	1
5423	0
5424	2
5425	1
5426	2
5427	2
5428	2
5429	2
5430	2
5431	0
5432	1
5433	0
5434	0
5435	1
5436	2
5437	1
5438	2
5439	2
5440	1
5441	1
5442	2
5443	1
5444	2
5445	2
5446	2
5447	0
5448	0
5449	1
5450	2
5451	2
5452	0
5453	0
5454	2
5455	1
5456	1
5457	1
5458	0
5459	2
5460	2
5461	1
5462	1
5463	0
5464	2
5465	0
5466	2
5467	2
5468	2
5469	2
5470	0
5471	0
5472	0
5473	1
5474	0
5475	2
5476	0
5477	2
5478	2
5479	2
5480	2
5481	0
5482	2
5483	1
5484	2
5485	0
5486	1
5487	1
5488	2
5489	2
5490	0
5491	2
5492	0
5493	2
5494	2
5495	0
5496	0
5497	2
5498	0
5499	2
5500	0
5501	2
5502	2
5503	2
5504	0
5505	0
5506	0
5507	0
5508	0
5509	0
5510	0
5511	2
5512	1
5513	2
5514	0
5515	2
5516	0
5517	0
5518	2
5519	2
5520	1
5521	2
5522	0
5523	2
5524	2
5525	2
5526	2
5527	2
5528	2
5529	2
5530	0
5531	1
5532	2
5533	0
5534	0
5535	0
5536	0
5537	0
5538	0
5539	2
5540	0
5541	1
5542	1
5543	0
5544	0
5545	2
5546	0
5547	0
5548	2
5549	0
5550	0
5551	1
5552	0
5553	1
5554	0
5555	2
5556	1
5557	0
5558	0
5559	0
5560	0
5561	0
5562	0
5563	0
5564	2
5565	0
5566	0
5567	0
5568	0
5569	1
5570	2
5571	2
5572	2
5573	0
5574	2
5575	0
5576	0
5577	2
5578	0
5579	2
5580	1
5581	2
5582	0
5583	1
5584	2
5585	0
5586	2
5587	2
5588	0
5589	0
5590	0
5591	0
5592	0
5593	2
5594	2
5595	2
5596	0
5597	2
5598	2
5599	0
5600	2
5601	2
5602	0
5603	2
5604	2
5605	1
5606	1
5607	0
5608	0
5609	0
5610	0
5611	1
5612	0
5613	0
5614	1
5615	1
5616	1
5617	2
5618	0
5619	2
5620	0
5621	2
5622	1
5623	0
5624	0
5625	0
5626	0
5627	0
5628	2
5629	2
5630	0
5631	2
5632	1
5633	0
5634	1
5635	2
5636	2
5637	0
5638	0
5639	2
5640	2
5641	1
5642	2
5643	2
5644	2
5645	0
5646	0
5647	0
5648	0
5649	2
5650	1
5651	1
5652	2
5653	0
5654	0
5655	0
5656	2
5657	1
5658	0
5659	0
5660	2
5661	2
5662	2
5663	2
5664	0
5665	1
5666	2
5667	0
5668	2
5669	0
5670	2
5671	0
5672	0
5673	0
5674	2
5675	2
5676	2
5677	0
5678	2
5679	0
5680	0
5681	0
5682	2
5683	2
5684	1
5685	2
5686	0
5687	0
5688	2
5689	2
5690	0
5691	2
5692	0
5693	2
5694	0
5695	2
5696	0
5697	0
5698	1
5699	2
5700	0
5701	0
5702	1
5703	1
5704	2
5705	0
5706	0
5707	0
5708	2
5709	0
5710	2
5711	1
5712	2
5713	2
5714	2
5715	1
5716	0
5717	2
5718	0
5719	2
5720	0
5721	2
5722	0
5723	2
5724	0
5725	2
5726	1
5727	1
5728	0
5729	2
5730	2
5731	2
5732	0
5733	2
5734	1
5735	2
5736	0
5737	0
5738	0
5739	1
5740	1
5741	2
5742	1
5743	0
5744	2
5745	1
5746	2
5747	1
5748	0
5749	2
5750	2
5751	0
5752	1
5753	2
5754	0
5755	1
5756	0
5757	0
5758	1
5759	0
5760	2
5761	2
5762	1
5763	2
5764	0
5765	0
5766	0
5767	2
5768	2
5769	0
5770	1
5771	0
5772	0
5773	2
5774	2
5775	0
5776	2
5777	2
5778	1
5779	1
5780	0
5781	2
5782	2
5783	2
5784	2
5785	2
5786	1
5787	1
5788	2
5789	0
5790	0
5791	2
5792	0
5793	0
5794	0
5795	0
5796	0
5797	2
5798	1
5799	2
5800	1
5801	0
5802	0
5803	0
5804	2
5805	0
5806	0
5807	2
5808	1
5809	0
5810	1
5811	1
5812	0
5813	2
5814	0
5815	1
5816	0
5817	0
5818	1
5819	0
5820	2
5821	2
5822	0
5823	2
5824	2
5825	0
5826	0
5827	2
5828	2
5829	2
5830	2
5831	2
5832	2
5833	0
5834	2
5835	2
5836	2
5837	2
5838	0
5839	0
5840	0
5841	2
5842	0
5843	0
5844	1
5845	1
5846	2
5847	2
5848	2
5849	0
5850	1
5851	0
5852	0
5853	0
5854	1
5855	2
5856	0
5857	0
5858	0
5859	2
5860	2
5861	1
5862	2
5863	0
5864	1
5865	1
5866	0
5867	0
5868	2
5869	1
5870	1
5871	1
5872	1
5873	0
5874	2
5875	0
5876	2
5877	2
5878	0
5879	1
5880	2
5881	2
5882	2
5883	2
5884	0
5885	1
5886	2
5887	0
5888	2
5889	0
5890	2
5891	2
5892	0
5893	2
5894	2
5895	0
5896	0
5897	1
5898	2
5899	0
5900	2
5901	0
5902	2
5903	2
5904	0
5905	2
5906	0
5907	0
5908	2
5909	2
5910	2
5911	0
5912	1
5913	0
5914	1
5915	2
5916	0
5917	0
5918	1
5919	2
5920	0
5921	0
5922	1
5923	0
5924	1
5925	0
5926	2
5927	1
5928	2
5929	0
5930	2
5931	2
5932	0
5933	2
5934	1
5935	1
5936	0
5937	0
5938	2
5939	0
5940	2
5941	2
5942	0
5943	2
5944	0
5945	2
5946	2
5947	0
5948	2
5949	1
5950	0
5951	2
5952	1
5953	2
5954	0
5955	0
5956	1
5957	1
5958	2
5959	2
5960	2
5961	0
5962	0
5963	0
5964	0
5965	0
5966	2
5967	0
5968	0
5969	1
5970	0
5971	0
5972	2
5973	2
5974	0
5975	2
5976	2
5977	0
5978	2
5979	2
5980	2
5981	2
5982	0
5983	1
5984	1
5985	2
5986	0
5987	0
5988	1
5989	2
5990	2
5991	0
5992	0
5993	2
5994	2
5995	0
5996	1
5997	0
5998	2
5999	2
6000	0
6001	0
6002	2
6003	2
6004	2
6005	0
6006	1
6007	0
6008	0
6009	0
6010	2
6011	2
6012	0
6013	0
6014	0
6015	0
6016	0
6017	0
6018	0
6019	0
6020	1
6021	0
6022	0
6023	0
6024	1
6025	0
6026	2
6027	2
6028	0
6029	0
6030	2
6031	2
6032	0
6033	2
6034	2
6035	0
6036	0
6037	1
6038	0
6039	0
6040	1
6041	0
6042	2
6043	2
6044	0
